X,Y,OBJECTID,ID,CRIME_REPORT_ID,AGE,GENDER,RACE_ETHNICITY,CLEARANCE_STATUS,IPV,WEAPON,LOCATION,X_COORD_PUBLIC,Y_COORD_PUBLIC,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,CLEARANCE_DATE,CIRCUMSTANCES,COUNCIL_DISTRICT,COMMISSION_DISTRICT,CORRIDOR,CALENDAR_YEAR,CALENDAR_MONTH,DATE_REPORTED
1471059.99989906,542998.000154734,104,104,20250614-2043-00,47,Female,Black,Cleared by Arrest by Another Agency,,Handgun,3300 MAGNOLIA HILL DR,1471060,542998,35.229021,-80.771338,Eastway,389,2025/07/10 00:00:00+00,Argument,5,4,,2025,06,2025/06/14 00:00:00+00
1482338.99997881,579506.999971226,105,105,20250611-2326-03,18,Male,Black,Cleared by Arrest by Another Agency,,Handgun,11100 HYDE POINTE CT,1482339,579507,35.329867,-80.735711,University City,67,2025/07/18 00:00:00+00,Other/Unknown,4,3,,2025,06,2025/06/11 00:00:00+00
1458640.0001328,558243.999846399,106,106,20250531-0159-00,17,Female,Black,Cleared by Arrest,,Firearm,4000 N GRAHAM ST,1458640,558244,35.270289,-80.813854,North Tryon,138,2025/11/19 00:00:00+00,Gang,1,3,GRAHAM STREET/NORTH TRYON,2025,05,2025/05/31 00:00:00+00
1464597.0000298,595806.99985148,107,107,20250531-0011-00,25,Male,Black,Open,,Handgun,9300 BROKEN PINE LN,1464597,595807,35.373778,-80.796176,North,232,2025/05/31 00:00:00+00,Argument,4,1,,2025,05,2025/05/31 00:00:00+00
1458640.0001328,558243.999846399,108,108,20250524-2030-04,46,Male,Black,Cleared by Arrest by Another Agency,,Shotgun,4000 N GRAHAM ST,1458640,558244,35.270289,-80.813854,North Tryon,138,2025/05/29 00:00:00+00,Argument,1,3,GRAHAM STREET/NORTH TRYON,2025,05,2025/05/24 00:00:00+00
1450277.00012656,550331.999922395,109,109,20250523-1714-02,16,Male,Black,Open,,Handgun,1800 STROUD PARK CT,1450277,550332,35.24813,-80.841376,Metro,295,2025/05/24 00:00:00+00,Argument,1,2,,2025,05,2025/05/23 00:00:00+00
1449420.99987005,549383.999849901,110,110,20250518-1621-00,17,Male,Black,Cleared by Arrest,,Handgun,1200 SPRING ST,1449421,549384,35.245482,-80.844184,Metro,182,2025/08/26 00:00:00+00,Drugs,1,2,,2025,05,2025/05/18 00:00:00+00
1454806.99992481,542244.000022307,111,111,20250518-0303-04,17,Male,Black,Open,,Rifle,100 WINDING PATH WY,1454807,542244,35.226141,-80.825708,Eastway,200,,Other/Unknown,1,4,,2025,05,2025/05/18 00:00:00+00
1439762.00015922,545057.999971732,112,112,20250517-0240-03,27,Male,Black,Open,,Handgun,2400 FREEDOM DR,1439762,545058,35.2331,-80.876256,Metro,6,,Argument,2,2,,2025,05,2025/05/17 00:00:00+00
1477808.99985246,548092.000137314,113,113,20250515-2053-02,67,Male,Black,Open,,Handgun,2200 BRIARGROVE DR,1477809,548092,35.243344,-80.749041,North Tryon,312,,Other/Unknown,1,3,,2025,05,2025/05/15 00:00:00+00
1433564.00008805,551197.000160888,114,114,20250512-1750-01,24,Male,Black,Open,,Handgun,1200 LUCKY PENNY ST,1433564,551197,35.249642,-80.897401,Freedom,385,2025/05/14 00:00:00+00,Other/Unknown,2,2,,2025,05,2025/05/12 00:00:00+00
1464749.00005388,559971.000001311,115,115,20250508-0525-00,29,Male,Black,Cleared by Arrest by Another Agency,,Handgun,1100 W SUGAR CREEK RD,1464749,559971,35.275338,-80.793494,North Tryon,138,2025/05/09 00:00:00+00,Argument,1,3,SUGAR CREEK/I-85,2025,05,2025/05/08 00:00:00+00
1434118.9999623,514344.000048146,116,116,20250505-1551-00,26,Male,Black,Open,,Handgun,300 ARCHDALE DR,1434119,514344,35.148429,-80.893188,Steele Creek,53,2025/06/26 00:00:00+00,Argument,3,2,,2025,05,2025/05/05 00:00:00+00
1433137.9999558,554248.999962389,117,117,20250503-1550-00,18,Male,Black,Open,,Handgun,1100 BROWNS AV,1433138,554249,35.258004,-80.899023,Freedom,385,,Other/Unknown,2,2,,2025,05,2025/05/03 00:00:00+00
1461269.00012414,553969.999864221,118,118,20250503-1130-01,18,Male,Black,Cleared by Arrest by Another Agency,,Handgun,200 DRURY DR,1461269,553970,35.258679,-80.804787,North Tryon,21,2025/06/02 00:00:00+00,Other/Unknown,1,3,GRAHAM STREET/NORTH TRYON,2025,05,2025/05/03 00:00:00+00
1436317.00015947,509989.999897897,119,119,20250503-0322-00,28,Male,Hispanic,Open,,Handgun,500 BRANCH WAY CT,1436317,509990,35.136583,-80.88556,Steele Creek,116,,Argument,3,2,,2025,05,2025/05/03 00:00:00+00
1476706.00008997,565643.00014022,120,120,20250423-0257-00,22,Male,Black,Open,,Handgun,7800 UNIVERSITY CITY BV,1476706,565643,35.291507,-80.753773,University City,219,2025/04/24 00:00:00+00,Argument,4,3,,2025,04,2025/04/23 00:00:00+00
1432642.99996156,523391.999996722,121,121,20250419-2001-00,25,Male,Hispanic,Open,,Rifle,5300 S TRYON ST,1432643,523392,35.173208,-80.898704,Westover,178,2025/06/13 00:00:00+00,Argument,3,2,,2025,04,2025/04/19 00:00:00+00
1469306.00012623,553295.999899894,122,122,20250413-0603-02,23,Male,Hispanic,Open,,Firearm,200 EASTWAY DR,1469306,553296,35.257226,-80.777828,North Tryon,371,2025/08/18 00:00:00+00,Argument,1,3,,2025,04,2025/04/13 00:00:00+00
1436296.99987139,525776.00014998,123,123,20250413-0151-00,37,Male,Black,Cleared by Arrest,,Knife,200 W WOODLAWN RD,1436297,525776,35.179949,-80.88663,Westover,290,2025/04/29 00:00:00+00,Argument,3,2,,2025,04,2025/04/13 00:00:00+00
1476960.99990806,523536.000036806,124,124,20250410-1219-01,21,Male,Black,Open,,Handgun,7100 WALLACE RD,1476961,523536,35.175842,-80.750431,Independence,245,2025/04/16 00:00:00+00,Argument,5,4,,2025,04,2025/04/10 00:00:00+00
1438068.9999363,545659.000082061,125,125,20250330-1319-01,20,Male,Black,Open,,Firearm,2600 ROYSTON RD,1438069,545659,35.234663,-80.881962,Metro,124,2025/04/03 00:00:00+00,Drugs,2,2,FREEDOM DRIVE/WILKINSON,2025,03,2025/03/30 00:00:00+00
1470498.0000388,537696.999929979,126,126,20250325-2153-02,33,Male,Black,Open,,Handgun,3000 TIMBER HOLLOW DR,1470498,537697,35.21443,-80.772902,Eastway,90,,Argument,5,4,CENTRAL/ALBEMARLE,2025,03,2025/03/25 00:00:00+00
1461023.99995796,531153.999892637,127,127,20250324-0150-01,20,Male,Black,Open,Intimate Partner,Knife,3400 BURKLAND DR,1461024,531154,35.195986,-80.804218,Providence,370,2025/03/24 00:00:00+00,Domestic,1,4,,2025,03,2025/03/24 00:00:00+00
1433564.00008805,551197.000160888,128,128,20250301-2109-02,28,Female,Black,Cleared by Arrest by Another Agency,,Handgun,1200 LUCKY PENNY ST,1433564,551197,35.249642,-80.897401,Freedom,385,2025/03/16 00:00:00+00,Argument,2,2,,2025,03,2025/03/01 00:00:00+00
1454138.99994847,551547.000117064,129,129,20250220-2109-00,28,Male,Black,Cleared by Arrest by Another Agency,,Firearm,2400 LUCENA ST,1454139,551547,35.251664,-80.828518,Metro,363,2025/04/22 00:00:00+00,Drugs,1,3,,2025,02,2025/02/20 00:00:00+00
1449951.00012238,542371.000096396,130,130,20250220-1305-04,20,Male,Black,Cleared by Arrest,,Knife,300 E TRADE ST,1449951,542371,35.226243,-80.841973,Central,476,2025/02/28 00:00:00+00,Other/Unknown,1,4,,2025,02,2025/02/20 00:00:00+00
1434246.00003639,550161.999934316,131,131,20250208-1741-02,34,Male,Black,Cleared by Arrest by Another Agency,,Handgun,3400 FREEDOM DR,1434246,550162,35.246834,-80.895051,Metro,6,2025/02/08 00:00:00+00,Argument,2,2,FREEDOM DRIVE/WILKINSON,2025,02,2025/02/08 00:00:00+00
1446668.00012672,552665.999847561,132,132,20250208-1329-00,20,Female,Hispanic,Cleared by Arrest,,Handgun,2000 VINTON ST,1446668,552666,35.254357,-80.853608,Metro,311,2025/05/09 00:00:00+00,Drugs,1,2,,2025,02,2025/02/08 00:00:00+00
1470198.99998064,554113.999904305,133,133,20250207-0953-03,27,Female,Black,Open,,Handgun,400 STITT RD,1470199,554114,35.259517,-80.774886,North Tryon,371,2025/02/07 00:00:00+00,Argument,1,3,,2025,02,2025/02/07 00:00:00+00
1456236.00001955,551076.000074804,134,134,20250122-2159-00,61,Male,Black,Open,,Shotgun,2500 CATALINA AV,1456236,551076,35.250476,-80.821466,Metro,369,2025/05/06 00:00:00+00,Other/Unknown,1,3,GRAHAM STREET/NORTH TRYON,2025,01,2025/01/22 00:00:00+00
1450072.99987839,544771.999887556,135,135,20250122-1846-00,15,Male,Black,Cleared by Arrest by Another Agency,,Handgun,400 W 8TH ST,1450073,544772,35.232845,-80.841714,Central,476,2025/01/23 00:00:00+00,Other/Unknown,2,4,,2025,01,2025/01/22 00:00:00+00
1427293.00016288,536008.00002715,136,136,20250121-2208-00,28,Male,Black,Cleared by Arrest by Another Agency,Intimate Partner,Handgun,5700 LEAKE ST,1427293,536008,35.207584,-80.917419,Westover,306,2025/01/22 00:00:00+00,Domestic,3,2,,2025,01,2025/01/21 00:00:00+00
1482129.00007072,594781.999932975,137,137,20250118-1612-02,,Male,Black,Cleared by Arrest,,Handgun,8700 HOLLOW CREEK CR,1482129,594782,35.37182,-80.737311,University City,195,2025/03/12 00:00:00+00,Drugs,0,1,,2025,01,2025/01/18 00:00:00+00
1434550.00008455,561834.999882221,138,138,20250114-1938-00,19,Male,Black,Cleared by Arrest,,Handgun,5600 BROOKSHIRE BV,1434550,561835,35.278918,-80.894779,North,158,2025/01/27 00:00:00+00,Drugs,2,2,,2025,01,2025/01/14 00:00:00+00
1484981.99994214,537448.000099897,139,139,20250111-2123-00,40,Female,White,Open,,Vehicle,7700 E W T HARRIS BV,1484982,537448,35.214447,-80.724402,Hickory Grove,183,2025/02/26 00:00:00+00,Other/Unknown,5,4,,2025,01,2025/01/11 00:00:00+00
1475329.99988922,573133.999921978,140,140,20250109-2158-03,29,Male,Hispanic,Cleared by Arrest by Another Agency,,Handgun,26000 S I-85 HY,1475330,573134,35.31202,-80.758829,University City,331,2025/01/16 00:00:00+00,Other/Unknown,4,3,,2025,01,2025/01/09 00:00:00+00
1475247.00005522,563894.000029311,141,141,20241230-2121-03,,,,Open,,,8200 DAVE MCKINNEY AV,1475247,563894,35.286632,-80.758558,University City,234,,,4,3,,2024,12,2024/12/30 00:00:00+00
1476706.00008997,565643.00014022,142,142,20241229-2249-00,35,Male,Black,Open,,Handgun,7800 UNIVERSITY CITY BV,1476706,565643,35.291507,-80.753773,University City,219,,Robbery,4,3,,2024,12,2024/12/29 00:00:00+00
1528658.9998583,536144.000083223,143,143,20241229-2212-00,31,Male,White,Cleared by Arrest,,Rifle,10300 OLD CAMDEN RD,1528659,536144,35.212861,-80.578117,Hickory Grove,396,2025/02/14 00:00:00+00,Argument,0,6,,2024,12,2024/12/29 00:00:00+00
1427370.00000888,536859.999963567,144,144,20241229-1244-02,18,Male,Black,Open,,Firearm,3200 NOBLES AV,1427370,536860,35.209929,-80.917217,Westover,306,2025/01/15 00:00:00+00,Other/Unknown,3,2,,2024,12,2024/12/29 00:00:00+00
1478660.00011897,541424.00002189,145,145,20241225-2320-00,19,Female,Black,Cleared by Arrest by Another Agency,,Handgun,4800 SHAMROCK DR,1478660,541424,35.225067,-80.745799,Hickory Grove,167,2025/01/23 00:00:00+00,Drugs,5,4,,2024,12,2024/12/25 00:00:00+00
1477042.00007413,583639.999907315,146,146,20241222-0114-00,65,Male,White,Cleared by Arrest by Another Agency,,Physical,2000 ARBOR CREST CT,1477042,583640,35.340965,-80.753713,University City,153,2024/12/22 00:00:00+00,Domestic,4,3,,2024,12,2024/12/22 00:00:00+00
1462180.99994056,553199.000093892,147,147,20241217-1128-02,28,Male,Black,Open,,Handgun,3800 PERENNIAL TERRACE DR,1462181,553199,35.256606,-80.801685,North Tryon,21,2024/12/18 00:00:00+00,Drugs,1,3,SUGAR CREEK/I-85,2024,12,2024/12/17 00:00:00+00
1434118.9999623,514344.000048146,148,148,20241213-1002-02,43,Female,Black,Cleared by Arrest by Another Agency,,Handgun,300 ARCHDALE DR,1434119,514344,35.148429,-80.893188,Steele Creek,53,2024/12/14 00:00:00+00,Argument,3,2,,2024,12,2024/12/13 00:00:00+00
1435337.00015096,515982.000052974,149,149,20241209-0551-02,25,Male,Hispanic,Open,,"Handgun, Rifle",600 ARCHDALE DR,1435337,515982,35.152993,-80.889219,Steele Creek,212,2024/12/10 00:00:00+00,Other/Unknown,3,2,,2024,12,2024/12/09 00:00:00+00
1445294.99991997,546159.00006631,150,150,20241207-1845-00,25,Male,Black,Open,,Handgun,1400 W TRADE ST,1445295,546159,35.236411,-80.857799,Metro,51,2024/12/13 00:00:00+00,Drugs,2,4,,2024,12,2024/12/07 00:00:00+00
1439189.99999088,515802.000084892,151,151,20241201-2006-01,17,Male,Hispanic,Open,,Handgun,6200 SOUTH BV,1439190,515802,35.152699,-80.876319,Westover,383,,Other/Unknown,3,2,,2024,12,2024/12/01 00:00:00+00
1446234.00001048,541665.999865979,152,152,20241201-0212-01,23,Male,White,Open,,Vehicle,400 W MOREHEAD ST,1446234,541666,35.224116,-80.854374,Providence,3,2024/12/02 00:00:00+00,Other/Unknown,1,4,,2024,12,2024/12/01 00:00:00+00
1435861.00008722,531789.999932975,153,153,20241130-0017-00,19,Male,Hispanic,Open,,Firearm,4100 REVOLUTION PARK DR,1435861,531790,35.196448,-80.888472,Westover,290,,Other/Unknown,3,2,,2024,11,2024/11/30 00:00:00+00
1432309.99997139,537326.00001581,154,154,20241128-1823-00,44,Male,Black,Cleared by Arrest by Another Agency,,Physical,2300 WEST BV,1432310,537326,35.21147,-80.900711,Westover,120,2024/11/29 00:00:00+00,Argument,3,2,WEST BOULEVARD,2024,11,2024/11/28 00:00:00+00
1465926.99999447,560906.000099808,155,155,20241119-1732-01,53,Male,Black,Open,,Handgun,1400 TOM HUNTER RD,1465927,560906,35.277965,-80.789604,North Tryon,371,2024/12/24 00:00:00+00,Other/Unknown,1,3,,2024,11,2024/11/19 00:00:00+00
1471707.99991539,558377.99990648,156,156,20241119-1051-01,29,Male,Black,Cleared by Arrest by Another Agency,,Handgun,400 W ARROWHEAD DR,1471708,558378,35.271305,-80.770086,North Tryon,101,2024/12/13 00:00:00+00,Argument,1,3,,2024,11,2024/11/19 00:00:00+00
1480478.00009188,593285.999972224,157,157,20241113-1524-04,33,Female,Black,Cleared by Arrest by Another Agency,Intimate Partner,Handgun,5400 STRIVE ST,1480478,593286,35.367631,-80.742761,University City,195,2024/11/13 00:00:00+00,Domestic,0,1,,2024,11,2024/11/13 00:00:00+00
1425255.99997181,515160.000056565,158,158,20241112-0339-00,22,Male,Black,Cleared by Arrest by Another Agency,,Firearm,2200 YORKHILLS DR,1425256,515160,35.150203,-80.922886,Steele Creek,307,2025/03/14 00:00:00+00,Other/Unknown,3,2,,2024,11,2024/11/12 00:00:00+00
1464004.99990147,537276.000115812,159,159,20241110-1527-00,17,Male,Hispanic,Open,,Firearm,1600 EASTCREST DR,1464005,537276,35.212953,-80.794612,Eastway,86,,Robbery,1,4,,2024,11,2024/11/10 00:00:00+00
1448440.99986155,542361.000116393,160,160,20241102-2151-01,17,Male,Black,Open,,Handgun,300 S CHURCH ST,1448441,542361,35.226138,-80.847028,Central,476,,Other/Unknown,2,4,,2024,11,2024/11/02 00:00:00+00
1460889.99989788,473588.999865398,161,161,20241025-2352-05,18,Male,White,Cleared by Arrest by Another Agency,,Handgun,12800 JAMES BLAKENEY AV,1460890,473589,35.037834,-80.801171,South,204,2024/10/28 00:00:00+00,Drugs,7,6,,2024,10,2024/10/25 00:00:00+00
1450684.99996673,549758.000086144,162,162,20241023-1547-01,25,Male,Hispanic,Cleared by Arrest,,Handgun,1100 OAKLAWN AV,1450685,549758,35.246574,-80.839974,Metro,295,2025/04/14 00:00:00+00,Drugs,1,2,,2024,10,2024/10/23 00:00:00+00
1476209.00009972,564718.000021726,163,163,20241016-2211-00,25,Male,Black,Cleared by Arrest by Another Agency,,Knife,400 FALLING WATERS CT,1476209,564718,35.288942,-80.755384,University City,219,2024/10/25 00:00:00+00,Argument,4,3,,2024,10,2024/10/16 00:00:00+00
1432918.00006773,537340.999985814,164,164,20241015-0056-01,56,Male,Black,Open,,Handgun,2900 REID AV,1432918,537341,35.211543,-80.898677,Westover,159,,Other/Unknown,3,2,WEST BOULEVARD,2024,10,2024/10/15 00:00:00+00
1475038.00014514,535483.000092894,165,165,20241014-0700-00,25,Male,Hispanic,Cleared by Arrest by Another Agency,,Handgun,3600 N SHARON AMITY RD,1475038,535483,35.20857,-80.757573,Eastway,164,2024/10/19 00:00:00+00,Other/Unknown,5,4,CENTRAL/ALBEMARLE,2024,10,2024/10/14 00:00:00+00
1454806.99992481,542244.000022307,166,166,20241008-0910-00,32,Male,Black,Cleared by Arrest by Another Agency,,Firearm,100 WINDING PATH WY,1454807,542244,35.226141,-80.825708,Eastway,200,2024/11/05 00:00:00+00,Argument,1,4,,2024,10,2024/10/08 00:00:00+00
1435475.99987297,566139.000132471,167,167,20241007-1055-02,24,Male,Black,Cleared by Arrest by Another Agency,,Handgun,400 PEACHTREE DR,1435476,566139,35.29079,-80.891952,Westover,121,2024/11/12 00:00:00+00,Argument,3,2,,2024,10,2024/10/07 00:00:00+00
1472855.99991597,560430.000067562,168,168,20241003-2255-04,22,Male,Black,Cleared by Arrest by Another Agency,,Handgun,100 TOM HUNTER RD,1472856,560430,35.276999,-80.766363,North Tryon,103,2024/10/24 00:00:00+00,Other/Unknown,1,3,,2024,10,2024/10/03 00:00:00+00
1464004.99990147,537276.000115812,169,169,20240926-0731-01,25,Male,Black,Open,,Handgun,1700 EASTCREST DR,1464005,537276,35.212953,-80.794612,Eastway,86,2024/12/24 00:00:00+00,Other/Unknown,1,4,,2024,09,2024/09/26 00:00:00+00
1476356.0001338,518412.000114232,170,170,20240915-0121-01,19,Male,Black,Open,,Firearm,1600 HOLLOW DR,1476356,518412,35.161735,-80.752153,Independence,246,,Other/Unknown,5,4,,2024,09,2024/09/15 00:00:00+00
1422648.99993648,510715.000088304,171,171,20240913-1319-00,62,Female,Black,Exceptionally Cleared,Intimate Partner,Handgun,9200 KINGS PARADE BV,1422649,510715,35.137852,-80.931316,Steele Creek,92,2025/08/23 00:00:00+00,Domestic,3,2,,2024,09,2024/09/13 00:00:00+00
1490955.00013521,531841.000159055,172,172,20240912-2222-00,23,Male,Hispanic,Open,,Handgun,1000 TIMBER LAKE DR,1490955,531841,35.199327,-80.704084,Hickory Grove,146,,Other/Unknown,5,4,,2024,09,2024/09/12 00:00:00+00
1436080.99997531,512704.000047311,173,173,20240910-1055-06,15,Male,Black,Cleared by Arrest,,Handgun,600 SILVERLEAF RD,1436081,512704,35.144026,-80.886522,Steele Creek,71,2024/10/22 00:00:00+00,Other/Unknown,3,2,,2024,09,2024/09/10 00:00:00+00
1483011.99994513,516632.000065312,174,174,20240906-0153-00,23,Female,Black,Cleared by Arrest by Another Agency,Intimate Partner,Handgun,8100 WOODWAY OAK CR,1483012,516632,35.157166,-80.729782,Independence,107,2024/09/18 00:00:00+00,Domestic,5,4,,2024,09,2024/09/06 00:00:00+00
1459422.99987914,560791.999999732,175,175,20240817-2315-01,47,Female,Black,Cleared by Arrest by Another Agency,,Blunt Trauma,4200 TRAILER DR,1459423,560792,35.277328,-80.811387,North,160,2024/08/18 00:00:00+00,Other/Unknown,1,3,,2024,08,2024/08/17 00:00:00+00
1440800.00005172,479584.000014484,176,176,20240813-0809-01,17,Male,White,Cleared by Arrest by Another Agency,,Firearm,14300 WYNHOLLOW DOWNS LN,1440800,479584,35.053283,-80.868653,South,355,2024/10/11 00:00:00+00,Drugs,7,6,,2024,08,2024/08/13 00:00:00+00
1434091.0000183,535757.999870971,177,177,20240811-1302-02,37,Male,Black,Cleared by Arrest by Another Agency,,Handgun,2200 CARONIA ST,1434091,535758,35.207256,-80.894649,Westover,120,2024/08/11 00:00:00+00,Drugs,3,2,,2024,08,2024/08/11 00:00:00+00
1520569.99996021,528599.00008139,178,178,20240810-1621-00,23,Male,Hispanic,Open,,Handgun,8900 ARLINGTON CHURCH RD,1520570,528599,35.191776,-80.604787,Hickory Grove,396,,Gang,0,6,,2024,08,2024/08/10 00:00:00+00
1471970.00004755,544868.000023648,179,179,20240802-2345-01,57,Male,Hispanic,Cleared by Arrest by Another Agency,,Handgun,3500 SHAMROCK DR,1471970,544868,35.234203,-80.768402,North Tryon,128,2024/09/03 00:00:00+00,Robbery,1,3,,2024,08,2024/08/02 00:00:00+00
1443306.99995898,525838.000025973,180,180,20240729-0154-00,27,Male,Hispanic,Open,,Knife,800 SHADOW ELM DR,1443307,525838,35.180483,-80.863178,Westover,226,2024/08/01 00:00:00+00,Argument,1,5,,2024,07,2024/07/29 00:00:00+00
1458964.00014096,544665.000101566,181,181,20240726-1943-02,38,Male,Black,Open,,Handgun,1300 PARKWOOD AV,1458964,544665,35.233001,-80.811938,Eastway,386,,Other/Unknown,1,3,,2024,07,2024/07/26 00:00:00+00
1464817.99991588,529176.999909639,182,182,20240724-1338-00,79,Male,Black,Cleared by Arrest by Another Agency,,Knife,1000 BOBBY LN,1464818,529177,35.190744,-80.791401,Providence,394,2024/07/25 00:00:00+00,Domestic,5,5,,2024,07,2024/07/24 00:00:00+00
1409898.99984597,520046.000127062,183,183,20240722-0133-00,21,Male,Black,Open,,Handgun,8900 RACHEL FREEMAN WY,1409899,520046,35.162797,-80.974576,Steele Creek,45,2024/10/04 00:00:00+00,Other/Unknown,3,2,,2024,07,2024/07/22 00:00:00+00
1497599.99996856,551880.000107229,184,184,20240718-1319-01,18,Male,Black,Open,,Firearm,8300 FOUR SISTERS LN,1497600,551880,35.254691,-80.682981,Hickory Grove,242,2024/12/30 00:00:00+00,Other/Unknown,5,4,,2024,07,2024/07/18 00:00:00+00
1447236.99997297,516574.999851227,185,185,20240714-1328-00,32,Female,White,Open,,Knife,5500 WERBURGH ST,1447237,516575,35.155237,-80.849451,Providence,8,2025/03/24 00:00:00+00,Other/Unknown,6,5,,2024,07,2024/07/14 00:00:00+00
1461557.99987422,571616.00000523,186,186,20240709-1729-01,19,Male,Black,Open,,Handgun,6100 CARVER BV,1461558,571616,35.30717,-80.804894,University City,283,2024/08/29 00:00:00+00,Drugs,2,3,,2024,07,2024/07/09 00:00:00+00
1451559.99985714,558154.00002639,187,187,20240709-0116-01,58,Male,Black,Cleared by Arrest,,Firearm,3800 STATESVILLE AV,1451560,558154,35.269684,-80.837565,Metro,363,2024/07/11 00:00:00+00,Other/Unknown,1,3,,2024,07,2024/07/09 00:00:00+00
1438308.00011447,540521.999857396,188,188,20240708-2044-00,29,Male,Black,Cleared by Arrest by Another Agency,,Handgun,1500 PARKER DR,1438308,540522,35.220564,-80.880836,Westover,317,2024/11/19 00:00:00+00,Drugs,3,2,,2024,07,2024/07/08 00:00:00+00
1442529.99987255,585697.000058398,189,189,20240708-1731-00,37,Male,Hispanic,Cleared by Arrest by Another Agency,,Handgun,8900 CINNABAY DR,1442530,585697,35.344885,-80.869551,North,191,2024/07/08 00:00:00+00,Domestic,4,1,,2024,07,2024/07/08 00:00:00+00
1456408.00000364,483725.999932557,190,190,20240708-0522-01,36,Male,Black,Cleared by Arrest by Another Agency,,Handgun,7300 REA RD,1456408,483726,35.065458,-80.816762,South,262,2024/07/17 00:00:00+00,Other/Unknown,7,6,,2024,07,2024/07/08 00:00:00+00
1457743.99995631,568585.000161722,191,191,20240702-1744-00,63,Female,Black,Exceptionally Cleared,Intimate Partner,Handgun,4000 JOHN DALE LN,1457744,568585,35.298652,-80.81749,North,150,2025/01/14 00:00:00+00,Domestic,2,3,,2024,07,2024/07/02 00:00:00+00
1499014.00009331,553135.999891818,192,192,20240623-1109-00,24,Male,Black,Cleared by Arrest by Another Agency,,Handgun,9000 FAIRES RD,1499014,553136,35.258207,-80.678316,University City,324,2024/06/25 00:00:00+00,Argument,0,3,,2024,06,2024/06/23 00:00:00+00
